t,gas_price_median
2019-10-04,12000000000.0
2019-10-05,10000000000.0
2019-10-06,10000000000.0
2019-10-07,10000000000.0
2019-10-08,10350000000.0
2019-10-09,14999999999.999998
2019-10-10,12000000000.0
2019-10-11,10000000000.0
2019-10-12,10000000000.0
2019-10-13,11000000000.0
2019-10-14,11000000000.0
2019-10-15,10000000000.0
2019-10-16,10000000000.0
2019-10-17,10000000000.0
2019-10-18,10000000000.0
2019-10-19,10000000000.0
2019-10-20,14000000000.0
2019-10-21,12000000000.0
2019-10-22,14999999999.999998
2019-10-23,12000000000.0
2019-10-24,11000000000.0
2019-10-25,12000000000.0
2019-10-26,13200000000.0
2019-10-27,11000000000.0
2019-10-28,13200000000.0
2019-10-29,14999999999.999998
2019-10-30,12120000000.0
2019-10-31,12000000000.0
2019-11-01,11000000000.0
2019-11-02,10000000000.0
2019-11-03,10000000000.0
2019-11-04,11000000000.0
2019-11-05,10000000000.0
2019-11-06,10000000000.0
2019-11-07,20000000000.0
2019-11-08,10000000000.0
2019-11-09,10000000000.0
2019-11-10,10000000000.0
2019-11-11,11000000001.0
2019-11-12,11000000000.0
2019-11-13,11000000000.0
2019-11-14,10000000000.0
2019-11-15,10000000000.0
2019-11-16,10000000000.0
2019-11-17,10000000000.0
2019-11-18,10000000000.0
2019-11-19,10000000000.0
2019-11-20,10000000000.0
2019-11-21,13810831566.0
2019-11-22,20000000000.0
2019-11-23,10000000000.0
2019-11-24,10000000000.0
2019-11-25,18000000000.0
2019-11-26,13000000000.0
2019-11-27,11000000000.0
2019-11-28,11000000000.0
2019-11-29,10000000000.0
2019-11-30,10000000000.0
2019-12-01,11000000000.0
2019-12-02,11000000000.0
2019-12-03,10000000000.0
2019-12-04,10000000000.0
2019-12-05,10000000000.0
2019-12-06,10000000000.0
2019-12-07,8000000000.000001
2019-12-08,4867187500.0
2019-12-09,7000000000.0
2019-12-10,8000000000.000001
2019-12-11,7499999999.999999
2019-12-12,7499999999.999999
2019-12-13,8000000000.000001
2019-12-14,7000000000.0
2019-12-15,8000000001.000001
2019-12-16,10000000000.0
2019-12-17,10500000000.0
2019-12-18,10000000000.0
2019-12-19,8000000000.000001
2019-12-20,9000000000.0
2019-12-21,6825000000.0
2019-12-22,7000000000.0
2019-12-23,8000000000.000001
2019-12-24,8000000000.000001
2019-12-25,7499999999.999999
2019-12-26,8000000000.000001
2019-12-27,7000700000.0
2019-12-28,8800000000.0
2019-12-29,8000000000.000001
2019-12-30,8000000000.000001
2019-12-31,8000000000.000001
2020-01-01,7000000000.0
2020-01-02,6000000000.0
2020-01-03,7499999999.999999
2020-01-04,5000000000.0
2020-01-05,5000000000.0
2020-01-06,7000000000.0
2020-01-07,6000000000.0
2020-01-08,8000000000.000001
2020-01-09,6900000256.0
2020-01-10,8000000000.000001
2020-01-11,8000000000.000001
2020-01-12,8000000000.000001
2020-01-13,7000000000.0
2020-01-14,8000000000.000001
2020-01-15,8000000000.000001
2020-01-16,6000000000.0
2020-01-17,7000000000.0
2020-01-18,7000000000.0
2020-01-19,6900000000.0
2020-01-20,6000000000.0
2020-01-21,6000000000.0
2020-01-22,5000000000.0
2020-01-23,5000000000.0
2020-01-24,3000000000.0
2020-01-25,2400000000.0
2020-01-26,2400000000.0
2020-01-27,4000000000.0000005
2020-01-28,3000000000.0
2020-01-29,4000000000.0000005
2020-01-30,4440000000.0
2020-01-31,4000200000.0000005
2020-02-01,4000000000.0000005
2020-02-02,4000000000.0000005
2020-02-03,6000000000.0
2020-02-04,8000000000.000001
2020-02-05,7650000000.000001
2020-02-06,8331749997.000001
2020-02-07,8000000000.000001
2020-02-08,7000000000.0
2020-02-09,6000000000.0
2020-02-10,8000000000.000001
2020-02-11,6000000000.0
2020-02-12,8000000000.000001
2020-02-13,9000000000.0
2020-02-14,8000000000.000001
2020-02-15,8700000000.0
2020-02-16,8000000000.000001
2020-02-17,8000000000.000001
2020-02-18,7000000000.0
2020-02-19,8000000000.000001
2020-02-20,8000000000.000001
2020-02-21,5000000000.0
2020-02-22,5000000000.0
2020-02-23,8000000000.000001
2020-02-24,7000000000.0
2020-02-25,7000000144.0
2020-02-26,9000000000.0
2020-02-27,8000000000.000001
2020-02-28,7400000000.0
2020-02-29,5350000000.0
2020-03-01,6000000000.0
2020-03-02,6000000000.0
2020-03-03,6000000000.0
2020-03-04,7920000000.000001
2020-03-05,8000000000.000001
2020-03-06,8000000000.000001
2020-03-07,8000000000.000001
2020-03-08,8000001234.999999
2020-03-09,10000000000.0
2020-03-10,8000000000.000001
2020-03-11,9000000000.0
2020-03-12,47000000000.0
2020-03-13,40000000000.0
2020-03-14,10000000000.0
2020-03-15,8000000000.000001
2020-03-16,20000000000.0
2020-03-17,10000000000.0
2020-03-18,10000000000.0
2020-03-19,10000000000.0
2020-03-20,10000000000.0
2020-03-21,8000000000.000001
2020-03-22,9000000000.0
2020-03-23,10000000000.0
2020-03-24,10000000000.0
2020-03-25,9500000000.0
2020-03-26,8000000000.000001
2020-03-27,8000000000.000001
2020-03-28,6200002470.0
2020-03-29,6000000000.0
2020-03-30,7000000000.0
2020-03-31,8000000000.000001
2020-04-01,8000000000.000001
2020-04-02,9600001235.0
2020-04-03,8400840000.000001
2020-04-04,6000000000.0
2020-04-05,6000000000.0
2020-04-06,10000000000.0
2020-04-07,9000000000.0
2020-04-08,7150000000.0
2020-04-09,8000000000.000001
2020-04-10,8000000000.000001
2020-04-11,6000000000.0
2020-04-12,5000000000.0
2020-04-13,8000000000.000001
2020-04-14,8000000000.000001
2020-04-15,8000000000.000001
2020-04-16,10000000000.0
2020-04-17,8000000000.000001
2020-04-18,8400000000.000001
2020-04-19,8000500001.0
2020-04-20,10000000000.0
2020-04-21,10000000000.0
2020-04-22,10000000000.0
2020-04-23,10000000000.0
2020-04-24,10000000000.0
2020-04-25,8800000000.0
2020-04-26,10000000000.0
2020-04-27,10000000000.0
2020-04-28,9000000000.0
2020-04-29,14400000000.0
2020-04-30,20000000000.0
2020-05-01,10000000000.0
2020-05-02,7000000000.0
2020-05-03,9000000000.0
2020-05-04,10000000000.0
2020-05-05,12000000000.0
2020-05-06,14300000233.0
2020-05-07,18000000000.0
2020-05-08,16800000000.000002
2020-05-09,13714089800.0
2020-05-10,20000000000.0
2020-05-11,18000000000.0
2020-05-12,21982308256.0
2020-05-13,27368012610.0
2020-05-14,35000000000.0
2020-05-15,26100000000.0
2020-05-16,21000000000.0
2020-05-17,21300000000.0
2020-05-18,32999999999.999996
2020-05-19,29999999999.999996
2020-05-20,32000000000.000004
2020-05-21,43000000000.0
2020-05-22,32000000000.000004
2020-05-23,19000000000.0
2020-05-24,26000000000.0
2020-05-25,35000000000.0
2020-05-26,34000006175.0
2020-05-27,36000000000.0
2020-05-28,35000000000.0
2020-05-29,32999999999.999996
2020-05-30,31000000000.0
2020-05-31,25000000000.0
2020-06-01,29999999999.999996
2020-06-02,32999999999.999996
2020-06-03,27000000000.0
2020-06-04,29999999999.999996
2020-06-05,29000001235.0
2020-06-06,29999999999.999996
2020-06-07,39000000000.0
2020-06-08,39600000233.0
2020-06-09,35000000000.0
2020-06-10,37000000000.0
2020-06-11,35000000000.0
2020-06-12,32999999999.999996
2020-06-13,26510000000.0
2020-06-14,20400000000.0
2020-06-15,38950753794.0
2020-06-16,38000000000.0
2020-06-17,39600000000.0
2020-06-18,36000000000.0
2020-06-19,37000001235.0
2020-06-20,27000001235.0
2020-06-21,25000000000.0
2020-06-22,38000000000.0
2020-06-23,44000000000.0
2020-06-24,44000000000.0
2020-06-25,41000000000.0
2020-06-26,35000000000.0
2020-06-27,32999999999.999996
2020-06-28,32000000000.000004
2020-06-29,37000000000.0
2020-06-30,50000000000.0
2020-07-01,44000000000.0
2020-07-02,41000000000.0
2020-07-03,44000001347.0
2020-07-04,29999999999.999996
2020-07-05,28200000000.0
2020-07-06,39000001235.0
2020-07-07,40000000000.0
2020-07-08,50000000000.0
2020-07-09,43000001459.0
2020-07-10,36457300206.0
2020-07-11,31900000000.0
2020-07-12,29000000000.0
2020-07-13,47000000000.0
2020-07-14,43200001750.0
2020-07-15,48000000000.0
2020-07-16,52000000000.0
2020-07-17,58610000000.0
2020-07-18,46000000000.0
2020-07-19,52000000000.0
2020-07-20,69000000000.0
2020-07-21,71500000000.0
2020-07-22,70000000000.0
2020-07-23,76250000000.0
2020-07-24,74000000000.0
2020-07-25,80000000000.0
2020-07-26,65999999999.99999
2020-07-27,91000000000.0
2020-07-28,70000000000.0
2020-07-29,70000001459.0
2020-07-30,69000001235.0
2020-07-31,75000000000.0
2020-08-01,59999999999.99999
2020-08-02,69000000000.0
2020-08-03,59999999999.99999
2020-08-04,57000001459.0
2020-08-05,50000000000.0
2020-08-06,55000000000.0
2020-08-07,73000000000.0
2020-08-08,59999999999.99999
2020-08-09,71000000000.0
2020-08-10,108000000000.0
2020-08-11,123000000000.0
2020-08-12,217000000000.0
2020-08-13,258999999999.99997
2020-08-14,206000000000.0
2020-08-15,116000000000.0
2020-08-16,94610120000.0
2020-08-17,100000001235.0
2020-08-18,125999999999.99998
2020-08-19,134000000000.00002
2020-08-20,109000000000.0
2020-08-21,150000000000.0
2020-08-22,97000000000.0
2020-08-23,79200000000.0
2020-08-24,88000000000.0
2020-08-25,102000000000.0
2020-08-26,80000000000.0
2020-08-27,92400001604.0
2020-08-28,77000000000.0
2020-08-29,94800000000.0
2020-08-30,210000000000.0
2020-08-31,223000000000.0
2020-09-01,476000000000.0
2020-09-02,483000000377.00006
2020-09-03,396000000233.0
2020-09-04,221480000000.0
2020-09-05,250000000000.0
2020-09-06,119000000000.0
2020-09-07,101000001459.0
2020-09-08,90000000000.0
2020-09-09,103500001459.0
2020-09-10,161000000000.0
2020-09-11,140000000000.0
2020-09-12,96000000000.0
2020-09-13,105000000000.0
2020-09-14,184020000000.0
2020-09-15,161000000000.0
2020-09-16,147000000000.0
2020-09-17,544000000000.0
2020-09-18,304000000000.0
2020-09-19,151000000000.0
2020-09-20,108900000000.0
2020-09-21,126150000000.0
2020-09-22,126424527724.00002
2020-09-23,109000000000.0
2020-09-24,92820001488.0
2020-09-25,93375830001.0
2020-09-26,71000000000.0
2020-09-27,69000000000.0
2020-09-28,105000000000.0
2020-09-29,129000000000.0
2020-09-30,103000000000.0
2020-10-01,78000000000.0
2020-10-02,79000000000.0
2020-10-03,52000000000.0
2020-10-04,62000000000.0
2020-10-05,70000000000.0
2020-10-06,80000000000.0
2020-10-07,65999999999.99999
2020-10-08,62700000000.0
2020-10-09,62000000000.0
2020-10-10,50002400000.0
2020-10-11,36817863107.0
2020-10-12,57000000000.0
2020-10-13,58300000000.0
2020-10-14,59999999999.99999
2020-10-15,65000000000.0
2020-10-16,55550000000.0
2020-10-17,27000000000.0
2020-10-18,23000000000.0
2020-10-19,36000000000.0
2020-10-20,40000000000.0
2020-10-21,54075000000.0
2020-10-22,55000000000.0
2020-10-23,45000000000.0
2020-10-24,23400000000.0
2020-10-25,24000000000.0
2020-10-26,42000000000.0
2020-10-27,31000000000.0
2020-10-28,41000000000.0
2020-10-29,49000000000.0
2020-10-30,53000000000.0
2020-10-31,28600001604.0
2020-11-01,24000000000.0
2020-11-02,47002200000.0
2020-11-03,40000000000.0
2020-11-04,28000001459.0
2020-11-05,32999999999.999996
2020-11-06,51500000000.0
2020-11-07,44000000000.0
2020-11-08,23000000000.0
2020-11-09,32000000000.000004
2020-11-10,41000000000.0
2020-11-11,44000000000.0
2020-11-12,41000000000.0
2020-11-13,46200000233.0
2020-11-14,25000000000.0
2020-11-15,24000000000.0
2020-11-16,34800000000.0
2020-11-17,61000000000.0
2020-11-18,65999999999.99999
2020-11-19,37002000000.0
2020-11-20,59400000000.0
2020-11-21,51450000000.0
2020-11-22,55000000000.0
2020-11-23,64000001459.0
2020-11-24,91000000000.0
2020-11-25,54000000000.0
2020-11-26,94500000000.0
2020-11-27,32999999999.999996
2020-11-28,20000001459.0
2020-11-29,17600000000.0
2020-11-30,56000000000.0
2020-12-01,75000000000.0
2020-12-02,34370000000.0
2020-12-03,38500000000.0
2020-12-04,46200000000.0
2020-12-05,27000000000.0
2020-12-06,25000000000.0
2020-12-07,39600001604.0
2020-12-08,50000000000.0
2020-12-09,55000000000.0
2020-12-10,45100000061.0
2020-12-11,51000000000.0
2020-12-12,32000000000.000004
2020-12-13,34379581648.0
2020-12-14,55000000000.0
2020-12-15,78000000000.0
2020-12-16,72000000000.0
2020-12-17,120120002085.0
2020-12-18,67000000000.00001
2020-12-19,48000000000.0
2020-12-20,36000000000.0
2020-12-21,67275000000.0
2020-12-22,59000000000.0
2020-12-23,94000000000.0
2020-12-24,70000000000.0
2020-12-25,80000000000.0
2020-12-26,58000000000.0
2020-12-27,74000001459.0
2020-12-28,81000000000.0
2020-12-29,86000000000.0
2020-12-30,103750000000.0
2020-12-31,96000000000.0
2021-01-01,56000000000.0
2021-01-02,78000000000.0
2021-01-03,110000000000.0
2021-01-04,198000000000.0
2021-01-05,120000001459.0
2021-01-06,119000000000.0
2021-01-07,116000000000.0
2021-01-08,119999999999.99998
2021-01-09,84000000000.0
2021-01-10,75000000000.0
2021-01-11,154000000000.0
2021-01-12,78000000000.0
2021-01-13,59999999999.99999
2021-01-14,73000000000.0
2021-01-15,70000000000.0
2021-01-16,68000000000.0
2021-01-17,56000000000.0
2021-01-18,67000001459.0
2021-01-19,94000000000.0
2021-01-20,71000000000.0
2021-01-21,94000000000.0
2021-01-22,100000000000.0
2021-01-23,72000000000.0
2021-01-24,70000000000.0
2021-01-25,94000000000.0
2021-01-26,79200000000.0
2021-01-27,81000000000.0
2021-01-28,85500000000.0
2021-01-29,127000000000.00002
2021-01-30,100000000000.0
2021-01-31,119000000000.0
2021-02-01,150000000000.0
2021-02-02,164000001459.0
2021-02-03,162000000000.0
2021-02-04,225000000000.0
2021-02-05,228000000000.0
2021-02-06,160000000000.0
2021-02-07,139000000000.0
2021-02-08,156805800000.0
2021-02-09,218000000000.0
2021-02-10,213000000000.0
2021-02-11,153000000000.0
2021-02-12,163000000000.0
2021-02-13,182736000000.0
2021-02-14,138000000000.0
2021-02-15,150000000000.0
2021-02-16,168000000000.0
2021-02-17,152900000000.0
2021-02-18,181000000000.0
2021-02-19,180000000000.0
2021-02-20,190000000000.0
2021-02-21,137500000001.0
2021-02-22,185000000000.0
2021-02-23,298000000000.0
2021-02-24,179000000000.0
2021-02-25,159000000000.0
2021-02-26,145000000000.0
2021-02-27,111000000000.0
2021-02-28,106000000000.0
2021-03-01,106000000000.0
2021-03-02,112200000000.0
2021-03-03,119999999999.99998
2021-03-04,106000000000.0
2021-03-05,128623784485.00002
2021-03-06,86269200000.0
2021-03-07,118880000000.0
2021-03-08,127000001459.0
2021-03-09,135000000000.0
2021-03-10,125000000000.0
2021-03-11,119999999999.99998
2021-03-12,164450000001.0
2021-03-13,162000000000.0
2021-03-14,145950000000.0
2021-03-15,186615000000.0
2021-03-16,171000000000.0
2021-03-17,185000000000.0
2021-03-18,172500000000.0
2021-03-19,156000000000.0
2021-03-20,133000000000.00002
2021-03-21,127650000000.00002
2021-03-22,166333500000.0
2021-03-23,152000000000.0
2021-03-24,169000001459.0
2021-03-25,169500000000.0
2021-03-26,137000000000.0
2021-03-27,112000000000.0
2021-03-28,114400000000.0
2021-03-29,134000000000.00002
2021-03-30,151800001604.0
2021-03-31,188500000000.0
2021-04-01,190076178202.0
2021-04-02,174000000000.0
2021-04-03,136000000000.0
2021-04-04,107000000000.0
2021-04-05,133000000000.00002
2021-04-06,145000001459.0
2021-04-07,147000000000.0
2021-04-08,118000000000.0
2021-04-09,114000000000.0
2021-04-10,97750000000.0
2021-04-11,81000000000.0
2021-04-12,102000000000.0
2021-04-13,107000000000.0
2021-04-14,132000001459.0
2021-04-15,90000000000.0
2021-04-16,162150000000.0
2021-04-17,149000000000.0
2021-04-18,147000000000.0
2021-04-19,176000000000.0
2021-04-20,263999999999.99997
2021-04-21,166000001459.0
2021-04-22,134200000000.0
2021-04-23,112000000000.0
2021-04-24,63964813376.0
2021-04-25,49000000000.0
2021-04-26,55000000000.0
2021-04-27,59800000000.00001
2021-04-28,69000000000.0
2021-04-29,62000000000.0
2021-04-30,48000000000.0
2021-05-01,39000000000.0
2021-05-02,35000000000.0
2021-05-03,50000000000.0
2021-05-04,58300000000.0
2021-05-05,52900000000.0
2021-05-06,59999999999.99999
2021-05-07,59999999999.99999
2021-05-08,117000000000.0
2021-05-09,114000000000.0
2021-05-10,239999999999.99997
2021-05-11,305000000000.0
2021-05-12,263999999999.99997
2021-05-13,156450000000.0
2021-05-14,121000000000.00002
2021-05-15,91000000000.0
2021-05-16,65999999999.99999
2021-05-17,84000000000.0
2021-05-18,79000000000.0
2021-05-19,183750000000.0
2021-05-20,101000000000.0
2021-05-21,70000000000.0
2021-05-22,49500000000.0
2021-05-23,93491937654.0
2021-05-24,59999999999.99999
2021-05-25,47000000000.0
2021-05-26,43575000000.0
2021-05-27,35000000000.0
2021-05-28,37000000000.0
2021-05-29,27000000000.0
2021-05-30,24000000000.0
2021-05-31,25000000000.0
2021-06-01,25000000000.0
2021-06-02,27000000000.0
2021-06-03,29000000000.0
2021-06-04,25000000000.0
2021-06-05,18000000000.0
2021-06-06,14000000000.0
2021-06-07,19000000000.0
2021-06-08,22000000000.0
2021-06-09,19000000000.0
2021-06-10,18000000000.0
2021-06-11,20000000000.0
2021-06-12,14999999999.999998
2021-06-13,12000000000.0
2021-06-14,17600000000.0
2021-06-15,18700000000.0
2021-06-16,17000000000.0
2021-06-17,20000000000.0
2021-06-18,18000000000.0
2021-06-19,13000000000.0
2021-06-20,13000000000.0
2021-06-21,41000000000.0
2021-06-22,41925000137.0
2021-06-23,19800000000.0
2021-06-24,17600000000.0
2021-06-25,20000000000.0
2021-06-26,14000000000.0
2021-06-27,11100000000.0
2021-06-28,19000000000.0
2021-06-29,21000000000.0
2021-06-30,20000000000.0
2021-07-01,20000000000.0
2021-07-02,14300000000.0
2021-07-03,12000000000.0
2021-07-04,11000001459.0
2021-07-05,14000000000.0
2021-07-06,53000000000.0
2021-07-07,37000000000.0
2021-07-08,34000000000.0
2021-07-09,25000000000.0
2021-07-10,14999999999.999998
2021-07-11,12000000000.0
2021-07-12,25000000000.0
2021-07-13,29999999999.999996
2021-07-14,39375350001.0
2021-07-15,39000000000.0
2021-07-16,35000000000.0
2021-07-17,25000000000.0
2021-07-18,22000000000.0
2021-07-19,24000000000.0
2021-07-20,27660000000.0
2021-07-21,20910000000.0
2021-07-22,24000000000.0
2021-07-23,20100000000.0
2021-07-24,16000000000.000002
2021-07-25,18000000001.0
2021-07-26,36000000000.0
2021-07-27,28000000000.0
2021-07-28,32999999999.999996
2021-07-29,29000000000.0
2021-07-30,36000000000.0
2021-07-31,28600000000.0
2021-08-01,31000000000.0
2021-08-02,35000000000.0
2021-08-03,41800000000.0
2021-08-04,39500000000.0
2021-08-05,50000000000.0
2021-08-06,47925046206.0
2021-08-07,49978372551.0
2021-08-08,40979507457.0
2021-08-09,49000001459.0
2021-08-10,50874455800.0
2021-08-11,57416139473.0
2021-08-12,48305826388.0
2021-08-13,50105694492.0
2021-08-14,45702770544.0
2021-08-15,39000000000.0
2021-08-16,53895403536.0
2021-08-17,49000000000.0
2021-08-18,41776330974.0
2021-08-19,37150226671.0
2021-08-20,39244276497.0
2021-08-21,33466048548.0
2021-08-22,34773942820.0
2021-08-23,59308179266.0
2021-08-24,75966932733.0
2021-08-25,88022194309.0
2021-08-26,83000000000.0
2021-08-27,88526363527.0
2021-08-28,70857597981.0
2021-08-29,73462543534.0
2021-08-30,89394853757.0
2021-08-31,102099673773.0
2021-09-01,108376322483.0
2021-09-02,102000000000.0
2021-09-03,135765941954.0
2021-09-04,109000000000.0
2021-09-05,99000000000.0
2021-09-06,106064527672.0
2021-09-07,119000000000.0
2021-09-08,120086840810.99998
2021-09-09,116709842175.0
2021-09-10,92000001459.0
2021-09-11,65134523922.00001
2021-09-12,57154328697.0
2021-09-13,72000000000.0
2021-09-14,57697124178.0
2021-09-15,63345825814.0
2021-09-16,71274902626.0
2021-09-17,68534997270.0
2021-09-18,51743827831.0
2021-09-19,48676306532.0
2021-09-20,78878159425.0
2021-09-21,82036696630.0
2021-09-22,62715116887.0
2021-09-23,68318899531.0
2021-09-24,69000000000.0
2021-09-25,44778314282.0
2021-09-26,59000000000.0
2021-09-27,73393652540.0
2021-09-28,81047470239.0
2021-09-29,71000001561.0
2021-09-30,84093796172.0
2021-10-01,81965354853.0
2021-10-02,59999999999.99999
2021-10-03,57490704364.0
2021-10-04,88000001459.0
2021-10-05,107179700897.0
2021-10-06,135440658492.0
2021-10-07,133809221981.0
2021-10-08,107895200000.0
2021-10-09,78178326827.0
2021-10-10,71614825760.0
2021-10-11,101501601166.0
2021-10-12,87895447685.0
2021-10-13,96202947927.0
2021-10-14,114000000000.0
2021-10-15,125348313380.99998
2021-10-16,83375286930.0
2021-10-17,73000000000.0
2021-10-18,81707557408.0
2021-10-19,70270943190.0
2021-10-20,75000000000.0
2021-10-21,82630000000.0
2021-10-22,79618470912.0
2021-10-23,64631339507.99999
2021-10-24,67849093469.00001
2021-10-25,90194312183.0
2021-10-26,116704243423.0
2021-10-27,158400000000.0
2021-10-28,188000000000.0
2021-10-29,172457266326.0
2021-10-30,159138004272.0
2021-10-31,146856572816.0
2021-11-01,153717010258.0
2021-11-02,172673510261.0
2021-11-03,160600000000.0
2021-11-04,143181937442.0
2021-11-05,130542799059.0
2021-11-06,103945039895.0
2021-11-07,95960859435.0
2021-11-08,122064179968.99998
2021-11-09,167568426311.0
2021-11-10,160485179688.0
2021-11-11,154303415658.0
2021-11-12,147000000000.0
2021-11-13,126652848448.00002
2021-11-14,112676353635.0
2021-11-15,143786449369.0
2021-11-16,138823132276.0
2021-11-17,125419730055.99998
2021-11-18,137997090135.0
2021-11-19,118612222514.0
2021-11-20,102708473111.0
2021-11-21,100764212221.0
2021-11-22,137000000000.0
2021-11-23,125916691327.0
2021-11-24,125985356432.0
2021-11-25,121000000000.00002
2021-11-26,109000000000.0
2021-11-27,101076408173.0
2021-11-28,101000000000.0
2021-11-29,119961027269.0
2021-11-30,124697859122.0
2021-12-01,134035753253.0
2021-12-02,105000000000.0
2021-12-03,105000000000.0
2021-12-04,116554376747.0
2021-12-05,98000000000.0
2021-12-06,102421701256.0
2021-12-07,91021396577.0
2021-12-08,79930413705.0
2021-12-09,81095554488.0
2021-12-10,73644749099.0
2021-12-11,65000000000.0
2021-12-12,56587030742.0
2021-12-13,81271975981.0
2021-12-14,77000000000.0
2021-12-15,82854244788.0
2021-12-16,75976485187.0
2021-12-17,78393319101.0
2021-12-18,58136582524.0
2021-12-19,50452858966.0
2021-12-20,59966375884.0
2021-12-21,65398950452.0
2021-12-22,73000000000.0
2021-12-23,77115788511.0
2021-12-24,65680077258.99999
2021-12-25,66859545498.99999
2021-12-26,53765413674.0
2021-12-27,73186004689.0
2021-12-28,92000000000.0
2021-12-29,119010536404.0
2021-12-30,104000000000.0
2021-12-31,90000000000.0
2022-01-01,72930000000.0
2022-01-02,88295024760.0
2022-01-03,100536463739.0
2022-01-04,111622282620.0
2022-01-05,131705605740.00002
2022-01-06,128000000000.00002
2022-01-07,136000000000.0
2022-01-08,105081935772.0
2022-01-09,135646512115.0
2022-01-10,207000000000.0
2022-01-11,170431611330.0
2022-01-12,162800000000.0
2022-01-13,155779069871.0
2022-01-14,161798502826.0
2022-01-15,124745709901.00002
2022-01-16,117631937287.0
2022-01-17,125976539570.00002
2022-01-18,111662340340.0
2022-01-19,108707904200.0
2022-01-20,115181450048.0
2022-01-21,159636107572.0
2022-01-22,145159807033.0
2022-01-23,113811788182.0
2022-01-24,129000000000.0
2022-01-25,119772439838.0
2022-01-26,127419425217.99998
2022-01-27,136883578048.00002
2022-01-28,130000000000.0
2022-01-29,107881845363.0
2022-01-30,98724471927.0
2022-01-31,110131081344.0
2022-02-01,134765367296.99998
2022-02-02,122946834806.0
2022-02-03,106463339653.0
2022-02-04,99260760215.0
2022-02-05,72994304249.0
2022-02-06,65921550049.00001
2022-02-07,105000000000.0
2022-02-08,84657746695.0
2022-02-09,79285647152.0
2022-02-10,79489680763.0
2022-02-11,68466325198.0
2022-02-12,56897413391.0
2022-02-13,50962832737.0
2022-02-14,51936355793.0
2022-02-15,57954134449.0
2022-02-16,69563827650.0
2022-02-17,68098307975.00001
2022-02-18,89574971016.0
2022-02-19,59775357140.0
2022-02-20,56133498174.0
2022-02-21,83532197578.0
2022-02-22,79499746973.0
2022-02-23,69348137989.0
2022-02-24,73815695904.0
2022-02-25,50967217074.0
2022-02-26,40171579247.0
2022-02-27,36930298600.0
2022-02-28,53953854410.0
2022-03-01,54991908246.0
2022-03-02,49100906857.0
2022-03-03,44521915149.0
2022-03-04,41577110832.0
2022-03-05,32515820631.0
2022-03-06,31126083548.000004
2022-03-07,34902994500.0
2022-03-08,34393075481.0
2022-03-09,36049626003.0
2022-03-10,30746157311.0
2022-03-11,27687586459.0
2022-03-12,21981589720.0
2022-03-13,26261220368.0
2022-03-14,28295172768.0
2022-03-15,33109692182.999996
2022-03-16,38000000000.0
2022-03-17,42158082179.0
2022-03-18,52156130909.0
2022-03-19,27967915135.0
2022-03-20,23738281851.0
2022-03-21,32626047982.0
2022-03-22,40000000000.0
2022-03-23,35000000000.0
2022-03-24,44477858694.0
2022-03-25,40124893324.0
2022-03-26,29974798362.0
2022-03-27,28326247067.0
2022-03-28,44792194957.0
2022-03-29,43362466175.0
2022-03-30,43511926706.0
2022-03-31,45828042554.0
2022-04-01,59025670266.0
2022-04-02,50938576206.0
2022-04-03,46964530043.0
2022-04-04,60748593225.0
2022-04-05,64201566131.99999
2022-04-06,55053308680.0
2022-04-07,53228608539.0
2022-04-08,51760919294.0
2022-04-09,34462275792.0
2022-04-10,31603042494.0
2022-04-11,41935377433.0
2022-04-12,44769824813.0
2022-04-13,45800432136.0
2022-04-14,44187588492.0
2022-04-15,36706514652.0
2022-04-16,27400000000.0
2022-04-17,24417201591.0
2022-04-18,32885034938.999996
2022-04-19,38721989997.0
2022-04-20,47671555077.0
2022-04-21,57656791344.0
2022-04-22,47252961640.0
2022-04-23,31085990183.0
2022-04-24,29316811557.0
2022-04-25,48101201600.0
2022-04-26,44051687597.0
2022-04-27,44245469775.0
2022-04-28,46675750911.0
2022-04-29,44507734817.0
2022-04-30,44309055113.0
2022-05-01,64859384350.0
2022-05-02,62935590325.0
2022-05-03,58086686493.0
2022-05-04,46686551116.0
2022-05-05,52097660584.0
2022-05-06,40000000000.0
2022-05-07,30748054763.999996
2022-05-08,25141433821.0
2022-05-09,44284980453.0
2022-05-10,52216489889.0
2022-05-11,112068999990.0
2022-05-12,161295390685.0
2022-05-13,74118052698.0
2022-05-14,34990000000.0
2022-05-15,23000000000.0
2022-05-16,22000000000.0
2022-05-17,29060710558.0
2022-05-18,24983811553.0
2022-05-19,24694300703.0
2022-05-20,25825889299.0
2022-05-21,19005143345.0
2022-05-22,20000000000.0
2022-05-23,24600000000.0
2022-05-24,24976582461.0
2022-05-25,29343231023.0
2022-05-26,43974027585.0
2022-05-27,39780000000.0
2022-05-28,18989444649.0
2022-05-29,18417542634.0
2022-05-30,32000000000.000004
2022-05-31,43994030802.0
2022-06-01,50100895629.0
2022-06-02,58507552023.0
2022-06-03,58062542936.0
2022-06-04,48306131841.0
2022-06-05,44106970293.0
2022-06-06,47422067780.0
2022-06-07,48710360207.0
2022-06-08,65929182944.0
2022-06-09,61044828084.00001
2022-06-10,50000000000.0
2022-06-11,32335469441.0
2022-06-12,30603499996.0
2022-06-13,74794212479.0
2022-06-14,46490442880.0
2022-06-15,56102640993.0
2022-06-16,39343345931.0
2022-06-17,33690490069.000004
