t,total_fees
2020-08-07,137.20910291
2020-08-08,78.94533308
2020-08-09,62.66871355
2020-08-10,133.6661337
2020-08-11,151.68404592
2020-08-12,125.0328247
2020-08-13,109.0639238
2020-08-14,106.55290555
2020-08-15,67.51446166
2020-08-16,60.46191905
2020-08-17,81.70844023
2020-08-18,158.12712801
2020-08-19,147.58221747
2020-08-20,130.64720271
2020-08-21,136.10850768
2020-08-22,93.50701843
2020-08-23,59.10621225
2020-08-24,78.44959878
2020-08-25,90.01229804
2020-08-26,108.47218762
2020-08-27,122.89984729
2020-08-28,103.33520898
2020-08-29,65.85247622
2020-08-30,64.10535847
2020-08-31,91.5378335
2020-09-01,125.93549409
2020-09-02,127.52455509
2020-09-03,134.31577789
2020-09-04,155.46345969
2020-09-05,119.88963774
2020-09-06,70.7371794
2020-09-07,96.71790986
2020-09-08,84.06185257
2020-09-09,89.19580011
2020-09-10,110.38966361
2020-09-11,95.16710292
2020-09-12,58.11575529
2020-09-13,49.08137942
2020-09-14,75.47210429
2020-09-15,77.13367663
2020-09-16,77.67308339
2020-09-17,70.95057487
2020-09-18,69.41040707
2020-09-19,47.55137105
2020-09-20,33.00982992
2020-09-21,61.30821173
2020-09-22,74.17250505
2020-09-23,96.11641422
2020-09-24,82.50485829
2020-09-25,77.16010813
2020-09-26,41.5723567
2020-09-27,37.58516079
2020-09-28,56.72923703
2020-09-29,82.9749104
2020-09-30,95.01594655
2020-10-01,102.03192869
2020-10-02,122.51219145
2020-10-03,71.90619458
2020-10-04,55.83182413
2020-10-05,98.28262979
2020-10-06,113.3113988
2020-10-07,111.17330476
2020-10-08,103.13964018
2020-10-09,110.78393286
2020-10-10,75.84989665
2020-10-11,51.2299918
2020-10-12,74.84694551
2020-10-13,74.07427084
2020-10-14,73.0492025
2020-10-15,78.27808305
2020-10-16,64.14460306
2020-10-17,35.43446587
2020-10-18,36.45097175
2020-10-19,50.5686316
2020-10-20,76.7422097
2020-10-21,116.64309349
2020-10-22,166.97812487
2020-10-23,144.01814194
2020-10-24,93.84222181
2020-10-25,65.2647025
2020-10-26,111.29083665
2020-10-27,192.23520467
2020-10-28,226.66214815
2020-10-29,259.23173259
2020-10-30,262.34694254
2020-10-31,264.03799985
2020-11-01,177.84284836
2020-11-02,209.46858831
2020-11-03,289.30998956
2020-11-04,205.03254149
2020-11-05,260.44440041
2020-11-06,239.93433418
2020-11-07,135.23436243
2020-11-08,95.69061817
2020-11-09,142.15849695
2020-11-10,154.8373255
2020-11-11,107.57878081
2020-11-12,102.85022306
2020-11-13,100.5666202
2020-11-14,59.15558129
2020-11-15,42.4333546
2020-11-16,83.45770555
2020-11-17,90.54129648
2020-11-18,97.63868616
2020-11-19,94.51871958
2020-11-20,76.3498895
2020-11-21,46.90621911
2020-11-22,32.02458461
2020-11-23,56.54584603
2020-11-24,86.28199286
2020-11-25,98.62265001
2020-11-26,103.83357397
2020-11-27,84.21494944
2020-11-28,56.82028025
2020-11-29,39.86594809
2020-11-30,72.31782859
2020-12-01,145.30838285
2020-12-02,131.45675736
2020-12-03,145.78926977
2020-12-04,108.77416045
2020-12-05,69.64763484
2020-12-06,48.40641585
2020-12-07,68.46050775
2020-12-08,72.19048212
2020-12-09,72.45729357
2020-12-10,72.83286894
2020-12-11,70.49629972
2020-12-12,50.58835913
2020-12-13,39.24154715
2020-12-14,59.2358478
2020-12-15,70.05172631
2020-12-16,79.9044725
2020-12-17,162.99271891
2020-12-18,195.47135264
2020-12-19,119.96753977
2020-12-20,73.5149194
2020-12-21,138.56269222
2020-12-22,133.02681427
2020-12-23,143.04461152
2020-12-24,106.42944422
2020-12-25,92.48494577
2020-12-26,69.64322741
2020-12-27,91.99329678
2020-12-28,99.54006659
2020-12-29,105.85291043
2020-12-30,105.14390344
2020-12-31,113.57123643
2021-01-01,48.9427014
2021-01-02,79.69906722
2021-01-03,86.41999352
2021-01-04,108.70503625
2021-01-05,113.36586749
2021-01-06,128.51898515
2021-01-07,121.91274523
2021-01-08,135.47417648
2021-01-09,110.56125153
2021-01-10,91.95258523
2021-01-11,134.4265331
2021-01-12,164.92133634
2021-01-13,136.57891971
2021-01-14,141.41282766
2021-01-15,147.17314406
2021-01-16,88.49193579
2021-01-17,66.3108796
2021-01-18,84.66625216
2021-01-19,97.54256535
2021-01-20,93.48057077
2021-01-21,120.18381959
2021-01-22,114.62270064
2021-01-23,76.76292004
2021-01-24,57.5560404
2021-01-25,100.68549632
2021-01-26,81.76242061
2021-01-27,83.09629503
2021-01-28,85.90021791
2021-01-29,167.42570567
2021-01-30,138.4634188
2021-01-31,100.53987916
2021-02-01,127.71187911
2021-02-02,148.6058453
2021-02-03,134.24070735
2021-02-04,166.88621843
2021-02-05,143.84104968
2021-02-06,118.30299223
2021-02-07,84.69085027
2021-02-08,134.17229408
2021-02-09,196.39438398
2021-02-10,168.16327939
2021-02-11,185.34915975
2021-02-12,202.39953166
2021-02-13,144.37461607
2021-02-14,104.20186702
2021-02-15,123.389744
2021-02-16,120.02466217
2021-02-17,141.62327207
2021-02-18,147.75229392
2021-02-19,160.8057528
2021-02-20,147.82061349
2021-02-21,115.10198626
2021-02-22,131.78857835
2021-02-23,183.30218417
2021-02-24,189.53161494
2021-02-25,152.52733296
2021-02-26,148.87842397
2021-02-27,104.30956316
2021-02-28,82.99643575
2021-03-01,121.83630841
2021-03-02,132.76436336
2021-03-03,132.69783597
2021-03-04,112.95743017
2021-03-05,114.36391387
2021-03-06,77.90309707
2021-03-07,71.23039113
2021-03-08,90.54725683
2021-03-09,105.13713112
2021-03-10,110.26473041
2021-03-11,111.07819319
2021-03-12,117.22083707
2021-03-13,116.89588103
2021-03-14,88.42522684
2021-03-15,112.98540384
2021-03-16,110.36520932
2021-03-17,105.8511926
2021-03-18,137.22857009
2021-03-19,116.3394505
2021-03-20,83.66084498
2021-03-21,60.90613183
2021-03-22,85.0231841
2021-03-23,81.33063818
2021-03-24,82.45079823
2021-03-25,84.22598289
2021-03-26,81.24149212
2021-03-27,66.63131525
2021-03-28,58.0016199
2021-03-29,80.75259219
2021-03-30,96.60277671
2021-03-31,102.46134313
2021-04-01,89.99745266
2021-04-02,89.40831777
2021-04-03,83.93886825
2021-04-04,67.1963015
2021-04-05,94.4570655
2021-04-06,106.4140201
2021-04-07,101.05042032
2021-04-08,91.57954065
2021-04-09,116.38720157
2021-04-10,89.98797301
2021-04-11,62.98652347
2021-04-12,91.77267733
2021-04-13,101.8297542
2021-04-14,136.184935
2021-04-15,155.28823581
2021-04-16,140.32071554
2021-04-17,163.57372065
2021-04-18,214.730004
2021-04-19,215.81663228
2021-04-20,301.82822747
2021-04-21,255.76779687
2021-04-22,299.48661393
2021-04-23,269.68675317
2021-04-24,168.40089535
2021-04-25,116.28734279
2021-04-26,167.75160734
2021-04-27,162.30784332
2021-04-28,135.93910764
2021-04-29,144.83508448
2021-04-30,143.19592537
2021-05-01,102.1168687
2021-05-02,84.9603757
2021-05-03,110.91693739
2021-05-04,99.39665193
2021-05-05,99.91162799
2021-05-06,109.52051484
2021-05-07,104.36786384
2021-05-08,87.22137317
2021-05-09,70.0288271
2021-05-10,101.01711434
2021-05-11,81.79323145
2021-05-12,76.98423673
2021-05-13,71.87171986
2021-05-14,73.24686827
2021-05-15,62.45768819
2021-05-16,52.09414413
2021-05-17,76.18906998
2021-05-18,67.16487365
2021-05-19,122.72468289
2021-05-20,132.47635443
2021-05-21,131.0112292
2021-05-22,102.38136843
2021-05-23,81.40676948
2021-05-24,96.80194258
2021-05-25,85.81813126
2021-05-26,77.84665827
2021-05-27,66.11477022
2021-05-28,69.53506793
2021-05-29,47.41632429
2021-05-30,36.61452542
2021-05-31,45.48679202
2021-06-01,47.27613502
2021-06-02,51.13309674
2021-06-03,49.88061484
2021-06-04,42.34136464
2021-06-05,29.64085417
2021-06-06,22.5789259
2021-06-07,34.55627144
2021-06-08,35.24722008
2021-06-09,33.33885199
2021-06-10,46.37133257
2021-06-11,40.70747209
2021-06-12,35.49080844
2021-06-13,23.21197646
2021-06-14,37.66128109
2021-06-15,38.74243655
2021-06-16,39.0776493
2021-06-17,31.36796458
2021-06-18,31.06591451
2021-06-19,24.63339795
2021-06-20,22.72141975
2021-06-21,40.26731551
2021-06-22,47.79616557
2021-06-23,56.04309666
2021-06-24,48.01458352
2021-06-25,44.14298414
2021-06-26,29.4135319
2021-06-27,26.16197339
2021-06-28,53.65438019
2021-06-29,53.15086695
2021-06-30,61.11151378
2021-07-01,73.77631405
2021-07-02,61.9630791
2021-07-03,59.20251271
2021-07-04,43.43064993
2021-07-05,47.54560696
2021-07-06,47.07445328
2021-07-07,37.84812683
2021-07-08,29.27798416
2021-07-09,26.877049069999998
2021-07-10,19.19544869
2021-07-11,18.5370764
2021-07-12,28.72108231
2021-07-13,31.7320525
2021-07-14,24.91340774
2021-07-15,22.72069488
2021-07-16,17.28933765
2021-07-17,12.61170894
2021-07-18,12.0631433
2021-07-19,18.9984186
2021-07-20,17.82299408
2021-07-21,14.46176666
2021-07-22,14.21047745
2021-07-23,19.32059708
2021-07-24,12.81693973
2021-07-25,9.73352573
2021-07-26,18.28040045
2021-07-27,16.07380881
2021-07-28,15.54888588
2021-07-29,14.9950556
2021-07-30,14.57271913
2021-07-31,11.2248187
2021-08-01,9.61282095
2021-08-02,13.48151599
2021-08-03,12.79655629
2021-08-04,15.07145299
2021-08-05,14.89044705
2021-08-06,14.22965964
2021-08-07,10.38935962
2021-08-08,9.83721559
2021-08-09,13.53609833
2021-08-10,13.95760508
2021-08-11,13.26366228
2021-08-12,12.84363469
2021-08-13,23.57973618
2021-08-14,10.89573864
2021-08-15,9.72888011
2021-08-16,16.33277114
2021-08-17,15.65187722
2021-08-18,15.41159123
2021-08-19,12.90905503
2021-08-20,15.74679146
2021-08-21,11.42035586
2021-08-22,11.62618275
2021-08-23,14.33684909
2021-08-24,15.00327334
2021-08-25,12.85651722
2021-08-26,11.575345219999999
2021-08-27,11.91570629
2021-08-28,10.70235591
2021-08-29,8.73895894
2021-08-30,12.53730114
2021-08-31,13.74039187
2021-09-01,17.7418564
2021-09-02,19.97096727
2021-09-03,18.43386973
2021-09-04,11.99431048
2021-09-05,10.48077135
2021-09-06,17.20333365
2021-09-07,18.45604694
2021-09-08,14.7072251
2021-09-09,14.12040485
2021-09-10,14.11332747
2021-09-11,10.83663456
2021-09-12,8.56594866
2021-09-13,15.26903901
2021-09-14,14.83268393
2021-09-15,17.05868174
2021-09-16,16.78613933
2021-09-17,14.98088386
2021-09-18,11.59331478
2021-09-19,8.24793646
2021-09-20,13.88693201
2021-09-21,14.77670143
2021-09-22,14.01797242
2021-09-23,13.78292053
2021-09-24,16.13218851
2021-09-25,8.54954145
2021-09-26,8.46447735
2021-09-27,12.6638463
2021-09-28,13.65809179
2021-09-29,11.29846913
2021-09-30,14.77442647
2021-10-01,16.25074991
2021-10-02,10.92389547
2021-10-03,9.99490094
2021-10-04,13.71933088
2021-10-05,15.2931848
2021-10-06,18.01872245
2021-10-07,26.94414508
2021-10-08,20.66777196
2021-10-09,14.68665122
2021-10-10,12.73358015
2021-10-11,20.71044373
2021-10-12,19.08640434
2021-10-13,16.82798138
2021-10-14,16.28899281
2021-10-15,20.28590568
2021-10-16,15.68890276
2021-10-17,11.34267792
2021-10-18,15.82936149
2021-10-19,15.00707606
2021-10-20,18.74501966
2021-10-21,20.27685074
2021-10-22,16.16676262
2021-10-23,11.14498353
2021-10-24,8.98128972
2021-10-25,14.02343665
2021-10-26,13.72514751
2021-10-27,12.54541851
2021-10-28,12.98178558
2021-10-29,15.65614451
2021-10-30,10.41767014
2021-10-31,8.99031936
2021-11-01,15.308688889999999
2021-11-02,17.50019127
2021-11-03,15.93237584
2021-11-04,16.38430664
2021-11-05,17.51744891
2021-11-06,10.76522666
2021-11-07,9.63271774
2021-11-08,16.09920783
2021-11-09,23.26600511
2021-11-10,18.41489098
2021-11-11,15.55562963
2021-11-12,14.88517644
2021-11-13,10.69343882
2021-11-14,8.67145475
2021-11-15,12.66008946
2021-11-16,12.97971574
2021-11-17,13.4647262
2021-11-18,11.7643974
2021-11-19,13.20134335
2021-11-20,12.96530977
2021-11-21,9.23059486
2021-11-22,12.30824165
2021-11-23,12.28852264
2021-11-24,14.01867125
2021-11-25,14.85821293
2021-11-26,14.57347377
2021-11-27,8.44446976
2021-11-28,7.36052107
2021-11-29,11.13359834
2021-11-30,12.63960254
2021-12-01,20.56160479
2021-12-02,18.87918059
2021-12-03,13.28258262
2021-12-04,17.45400848
2021-12-05,21.84550986
2021-12-06,12.98769813
2021-12-07,11.38683329
2021-12-08,10.34711221
2021-12-09,12.03940326
2021-12-10,11.58751607
2021-12-11,7.93052829
2021-12-12,6.54018765
2021-12-13,12.93733248
2021-12-14,11.71214792
2021-12-15,11.62215151
2021-12-16,10.47070691
2021-12-17,12.99668263
2021-12-18,8.78718027
2021-12-19,6.98352275
2021-12-20,10.99737319
2021-12-21,11.89622366
2021-12-22,10.85075693
2021-12-23,10.97831577
2021-12-24,12.06790599
2021-12-25,8.32231002
2021-12-26,7.75341049
2021-12-27,13.15912641
2021-12-28,17.86068218
2021-12-29,16.40915858
2021-12-30,17.65403926
2021-12-31,18.07228243
2022-01-01,9.31325086
2022-01-02,9.25751769
2022-01-03,11.58893996
2022-01-04,13.28402
2022-01-05,15.839727270000001
2022-01-06,15.23440191
2022-01-07,14.30294969
2022-01-08,9.69417938
2022-01-09,7.86552615
2022-01-10,11.45594577
2022-01-11,11.71013853
2022-01-12,11.66043324
2022-01-13,10.43758314
2022-01-14,9.66920485
2022-01-15,7.42847263
2022-01-16,6.36674077
2022-01-17,9.08946149
2022-01-18,9.47611286
2022-01-19,8.660048830000001
2022-01-20,9.943625130000001
2022-01-21,12.14652139
2022-01-22,11.14446627
2022-01-23,7.68463059
2022-01-24,11.63754455
2022-01-25,10.85228724
2022-01-26,11.98924573
2022-01-27,11.65036764
2022-01-28,12.53358866
2022-01-29,12.33101627
2022-01-30,10.55100293
2022-01-31,13.02331697
2022-02-01,14.70529808
2022-02-02,12.2771005
2022-02-03,10.61692952
2022-02-04,13.95667952
2022-02-05,14.12773856
2022-02-06,10.26759842
2022-02-07,14.54581893
2022-02-08,14.50301713
2022-02-09,14.57878275
2022-02-10,19.58059812
2022-02-11,16.74292024
2022-02-12,12.37731195
2022-02-13,8.7076434
2022-02-14,11.16108503
2022-02-15,12.47970742
2022-02-16,10.08718334
2022-02-17,9.91791024
2022-02-18,9.41369389
2022-02-19,6.87295332
2022-02-20,5.72791661
2022-02-21,9.55541766
2022-02-22,9.1525035
2022-02-23,8.06713107
2022-02-24,10.24872082
2022-02-25,11.50066554
2022-02-26,6.73553405
2022-02-27,6.9410088
2022-02-28,9.34059643
2022-03-01,19.43038347
2022-03-02,29.26598148
2022-03-03,20.2902153
2022-03-04,15.32201052
2022-03-05,11.26066449
2022-03-06,9.45711786
2022-03-07,11.280762469999999
2022-03-08,10.58415698
2022-03-09,11.2612991
2022-03-10,11.64946679
2022-03-11,11.0320505
2022-03-12,7.88415266
2022-03-13,6.7718509000000005
2022-03-14,10.31167024
2022-03-15,9.8162698
2022-03-16,10.22509539
2022-03-17,10.50890659
2022-03-18,10.59488402
2022-03-19,8.04584387
2022-03-20,6.4589438
2022-03-21,9.49009238
2022-03-22,10.8074481
2022-03-23,10.82688439
2022-03-24,11.37578427
2022-03-25,12.90883544
2022-03-26,8.1855982
2022-03-27,7.47699297
2022-03-28,10.81516812
2022-03-29,9.959339
2022-03-30,11.17271408
2022-03-31,16.59895385
2022-04-01,19.62864741
2022-04-02,12.94782855
2022-04-03,10.43589597
2022-04-04,12.55104004
2022-04-05,10.88124183
2022-04-06,10.29086559
2022-04-07,10.03968135
2022-04-08,11.47128685
2022-04-09,8.1504687
2022-04-10,6.82969558
2022-04-11,10.50728069
2022-04-12,10.71457582
2022-04-13,11.86276116
2022-04-14,11.06124096
2022-04-15,7.65060844
2022-04-16,6.42693665
2022-04-17,5.34164712
2022-04-18,8.51632094
2022-04-19,9.36977033
2022-04-20,8.89620913
2022-04-21,10.87259159
2022-04-22,10.96864828
2022-04-23,8.20315897
2022-04-24,6.72174897
2022-04-25,12.81894807
2022-04-26,11.30777776
2022-04-27,11.16491931
2022-04-28,11.27300063
2022-04-29,13.62522412
2022-04-30,10.46162643
2022-05-01,7.81516491
2022-05-02,10.65002511
2022-05-03,9.66581245
2022-05-04,12.61590688
2022-05-05,22.34075054
2022-05-06,16.96160697
2022-05-07,13.78126822
2022-05-08,12.23953757
2022-05-09,19.78760376
2022-05-10,17.44095646
2022-05-11,21.61481428
2022-05-12,29.65948913
2022-05-13,31.53911849
2022-05-14,25.59953044
2022-05-15,16.28600921
2022-05-16,21.01381275
2022-05-17,18.91124613
2022-05-18,16.53944369
2022-05-19,17.08973074
2022-05-20,17.10025308
2022-05-21,12.03080426
2022-05-22,11.64710381
2022-05-23,15.82669136
2022-05-24,16.17041235
2022-05-25,19.46775854
2022-05-26,17.62638697
2022-05-27,17.45431314
2022-05-28,11.82050079
2022-05-29,9.96276556
2022-05-30,13.33812083
2022-05-31,13.70403504
2022-06-01,18.81294327
2022-06-02,19.52585209
2022-06-03,18.09326267
2022-06-04,12.5750603
2022-06-05,9.45251397
2022-06-06,12.70170594
2022-06-07,11.78082081
2022-06-08,10.82665856
2022-06-09,10.07228605
2022-06-10,13.5712683
2022-06-11,11.2798934
2022-06-12,9.70808071
2022-06-13,28.14786917
2022-06-14,26.09214359
2022-06-15,25.76594979
2022-06-16,23.36316242
2022-06-17,21.80982509
2022-06-18,20.9364046
2022-06-19,12.86799682
2022-06-20,15.15949444
2022-06-21,16.31117056
2022-06-22,16.95518418
2022-06-23,14.80652653
2022-06-24,16.16066344
2022-06-25,13.38352602
2022-06-26,12.73963608
2022-06-27,14.389842699999999
2022-06-28,14.09781426
2022-06-29,13.47455851
2022-06-30,16.56350657
2022-07-01,18.0992221
2022-07-02,13.2996607
2022-07-03,9.99936567
2022-07-04,13.56007378
2022-07-05,19.72953031
2022-07-06,24.48460199
2022-07-07,24.38431145
2022-07-08,22.85529049
2022-07-09,15.83191926
2022-07-10,12.73542589
2022-07-11,15.34811638
2022-07-12,17.3619126
2022-07-13,23.02288103
2022-07-14,31.51426618
2022-07-15,26.06409388
2022-07-16,18.27777279
2022-07-17,15.80146251
2022-07-18,22.31100066
2022-07-19,26.68435478
2022-07-20,25.64368542
2022-07-21,24.19123477
2022-07-22,21.74658299
2022-07-23,13.45046503
2022-07-24,10.6778997
2022-07-25,12.65978469
2022-07-26,14.56357274
2022-07-27,12.14846598
2022-07-28,16.1413266
2022-07-29,15.16929116
2022-07-30,12.47825244
2022-07-31,10.94648286
2022-08-01,14.4505341
2022-08-02,15.17426654
2022-08-03,15.5765724
2022-08-04,17.5691281
2022-08-05,19.59420281
2022-08-06,13.55094461
2022-08-07,11.10338831
2022-08-08,15.52283025
2022-08-09,22.94095828
2022-08-10,19.0648868
2022-08-11,18.64861835
2022-08-12,17.28708185
2022-08-13,11.56989908
2022-08-14,7.94014524
2022-08-15,10.51678319
2022-08-16,11.79398505
2022-08-17,15.18171897
2022-08-18,14.94510296
2022-08-19,13.82902905
2022-08-20,9.04033101
2022-08-21,7.92260787
2022-08-22,10.54810588
2022-08-23,11.49008657
2022-08-24,9.77941554
2022-08-25,10.89698816
2022-08-26,11.3167769
2022-08-27,8.78608298
2022-08-28,7.49543041
2022-08-29,11.00825766
2022-08-30,12.10050823
2022-08-31,13.0560369
2022-09-01,14.71813337
